sample	samples	STAM	STAM	ENSG00000136738.14
TCGA-BQ-7045-01	TCGA-BQ-7045-01	-0.008	0	3.018
TCGA-3R-A8YX-01	TCGA-3R-A8YX-01	-0.008	0	3.006
TCGA-B8-5163-01	TCGA-B8-5163-01	-0.008	0	2.993
TCGA-D7-A747-01	TCGA-D7-A747-01	-0.008	0	2.939
TCGA-AO-A12D-01	TCGA-AO-A12D-01	-0.008	0	2.93
TCGA-QR-A70C-01	TCGA-QR-A70C-01	-0.008	0	2.926
TCGA-CZ-5466-01	TCGA-CZ-5466-01	-0.008	0	2.924
TCGA-77-A5FZ-01	TCGA-77-A5FZ-01	-0.008	0	2.899
TCGA-A2-A0T5-01	TCGA-A2-A0T5-01	-0.008	0	2.882
TCGA-B0-5703-01	TCGA-B0-5703-01	-0.008	0	2.84
TCGA-GS-A9U3-01	TCGA-GS-A9U3-01	-0.008	0	2.834
TCGA-A2-A0CX-01	TCGA-A2-A0CX-01	-0.008	0	2.832
TCGA-QR-A6H2-01	TCGA-QR-A6H2-01	-0.008	0	2.826
TCGA-XK-AAJA-01	TCGA-XK-AAJA-01	-0.008	0	2.816
TCGA-13-1404-01	TCGA-13-1404-01	-0.008	0	2.812
TCGA-AZ-6599-01	TCGA-AZ-6599-01	-0.008	0	2.768
TCGA-IA-A83S-01	TCGA-IA-A83S-01	-0.008	0	2.744
TCGA-5P-A9JY-01	TCGA-5P-A9JY-01	-0.008	0	2.669
TCGA-X9-A973-01	TCGA-X9-A973-01	-0.008	0	2.66
TCGA-2Z-A9J6-01	TCGA-2Z-A9J6-01	-0.008	0	2.556
TCGA-HE-A5NJ-01	TCGA-HE-A5NJ-01	-0.008	0	2.554
TCGA-BP-4962-01	TCGA-BP-4962-01	-0.008	0	2.544
TCGA-EM-A2CO-01	TCGA-EM-A2CO-01	-0.008	0	2.526
TCGA-B0-5107-01	TCGA-B0-5107-01	-0.008	0	2.516
TCGA-G4-6306-01	TCGA-G4-6306-01	-0.008	0	2.467
TCGA-CJ-4912-01	TCGA-CJ-4912-01	-0.008	0	2.452
TCGA-BP-5001-01	TCGA-BP-5001-01	-0.008	0	2.447
TCGA-BR-A453-01	TCGA-BR-A453-01	-0.008	0	2.428
TCGA-BP-4167-01	TCGA-BP-4167-01	-0.008	0	2.382
TCGA-2Z-A9J7-01	TCGA-2Z-A9J7-01	-0.008	0	2.29
TCGA-B0-4714-01	TCGA-B0-4714-01	-0.008	0	2.239
TCGA-BQ-5888-01	TCGA-BQ-5888-01	-0.008	0	2.173
TCGA-TN-A7HL-01	TCGA-TN-A7HL-01	-0.008	0	2.131
TCGA-HC-A6AQ-01	TCGA-HC-A6AQ-01	-0.008	0	2.118
TCGA-YC-A9TC-01	TCGA-YC-A9TC-01	-0.008	0	2.098
TCGA-G3-A5SI-01	TCGA-G3-A5SI-01	-0.008	0	1.926
TCGA-XU-AAXY-01	TCGA-XU-AAXY-01	-0.008	0	1.77
TCGA-HC-A6HX-01	TCGA-HC-A6HX-01	-0.008	0	1.623
TCGA-ZC-AAA7-01	TCGA-ZC-AAA7-01	-0.008	0	1.19
TCGA-FF-8046-01	TCGA-FF-8046-01	-0.008	0	0.8246
TCGA-A5-A0GA-01	TCGA-A5-A0GA-01	-0.008	0	
TCGA-A5-A0GB-01	TCGA-A5-A0GB-01	-0.008	0	
TCGA-A6-2679-01	TCGA-A6-2679-01	-0.008	0	
TCGA-AA-3524-01	TCGA-AA-3524-01	-0.008	0	
TCGA-AA-3553-01	TCGA-AA-3553-01	-0.008	0	
TCGA-AA-3986-01	TCGA-AA-3986-01	-0.008	0	
TCGA-AA-3994-01	TCGA-AA-3994-01	-0.008	0	
TCGA-AB-2989-03	TCGA-AB-2989-03	-0.008	0	
TCGA-AG-A02G-01	TCGA-AG-A02G-01	-0.008	0	
TCGA-D1-A103-01	TCGA-D1-A103-01	-0.008	0	
TCGA-D1-A17K-01	TCGA-D1-A17K-01	-0.008	0	
TCGA-VS-A9UA-01	TCGA-VS-A9UA-01	-0.008	0	
TCGA-D3-A3ML-06	TCGA-D3-A3ML-06	-0.009	0	5.636
TCGA-LK-A4NW-01	TCGA-LK-A4NW-01	-0.009	0	5.032
TCGA-DJ-A2Q3-01	TCGA-DJ-A2Q3-01	-0.009	0	4.192
TCGA-AB-2821-03	TCGA-AB-2821-03	-0.009	0	4.167
TCGA-DJ-A1QQ-01	TCGA-DJ-A1QQ-01	-0.009	0	4.133
TCGA-VD-A8KB-01	TCGA-VD-A8KB-01	-0.009	0	4.09
TCGA-BJ-A2NA-01	TCGA-BJ-A2NA-01	-0.009	0	3.939
TCGA-CG-4304-01	TCGA-CG-4304-01	-0.009	0	3.93
TCGA-CD-A4MJ-01	TCGA-CD-A4MJ-01	-0.009	0	3.859
TCGA-BP-4340-01	TCGA-BP-4340-01	-0.009	0	3.76
TCGA-B8-5164-01	TCGA-B8-5164-01	-0.009	0	3.759
TCGA-C5-A1BE-01	TCGA-C5-A1BE-01	-0.009	0	3.643
TCGA-IR-A3LC-01	TCGA-IR-A3LC-01	-0.009	0	3.595
TCGA-CV-7095-01	TCGA-CV-7095-01	-0.009	0	3.582
TCGA-CQ-6220-01	TCGA-CQ-6220-01	-0.009	0	3.58
TCGA-D7-A4YT-01	TCGA-D7-A4YT-01	-0.009	0	3.566
TCGA-D7-A4YV-01	TCGA-D7-A4YV-01	-0.009	0	3.53
TCGA-2Z-A9J8-01	TCGA-2Z-A9J8-01	-0.009	0	3.527
TCGA-AB-2991-03	TCGA-AB-2991-03	-0.009	0	3.52
TCGA-LK-A4O4-01	TCGA-LK-A4O4-01	-0.009	0	3.501
TCGA-ET-A25P-01	TCGA-ET-A25P-01	-0.009	0	3.484
TCGA-FD-A3N6-01	TCGA-FD-A3N6-01	-0.009	0	3.453
TCGA-A2-A0YH-01	TCGA-A2-A0YH-01	-0.009	0	3.437
TCGA-A8-A095-01	TCGA-A8-A095-01	-0.009	0	3.409
TCGA-A3-3347-01	TCGA-A3-3347-01	-0.009	0	3.406
TCGA-A3-3367-01	TCGA-A3-3367-01	-0.009	0	3.394
TCGA-FU-A3TQ-01	TCGA-FU-A3TQ-01	-0.009	0	3.388
TCGA-44-5645-01	TCGA-44-5645-01	-0.009	0	3.386
TCGA-FE-A235-01	TCGA-FE-A235-01	-0.009	0	3.38
TCGA-CM-6171-01	TCGA-CM-6171-01	-0.009	0	3.358
TCGA-BQ-7060-01	TCGA-BQ-7060-01	-0.009	0	3.349
TCGA-DU-7011-01	TCGA-DU-7011-01	-0.009	0	3.332
TCGA-A7-A0DC-01	TCGA-A7-A0DC-01	-0.009	0	3.292
TCGA-VS-A8Q8-01	TCGA-VS-A8Q8-01	-0.009	0	3.254
TCGA-DB-A64S-01	TCGA-DB-A64S-01	-0.009	0	3.23
TCGA-AK-3451-01	TCGA-AK-3451-01	-0.009	0	3.217
TCGA-XF-A9T4-01	TCGA-XF-A9T4-01	-0.009	0	3.208
TCGA-B0-4814-01	TCGA-B0-4814-01	-0.009	0	3.188
TCGA-BQ-7053-01	TCGA-BQ-7053-01	-0.009	0	3.18
TCGA-B0-4710-01	TCGA-B0-4710-01	-0.009	0	3.133
TCGA-HL-7533-01	TCGA-HL-7533-01	-0.009	0	3.113
TCGA-AC-A23H-01	TCGA-AC-A23H-01	-0.009	0	3.093
TCGA-BR-6802-01	TCGA-BR-6802-01	-0.009	0	3.069
TCGA-H7-7774-01	TCGA-H7-7774-01	-0.009	0	3.064
TCGA-B0-5693-01	TCGA-B0-5693-01	-0.009	0	3.048
TCGA-UF-A7JV-01	TCGA-UF-A7JV-01	-0.009	0	3.025
TCGA-CC-A7IJ-01	TCGA-CC-A7IJ-01	-0.009	0	2.995
TCGA-CR-5243-01	TCGA-CR-5243-01	-0.009	0	2.982
TCGA-BT-A20O-01	TCGA-BT-A20O-01	-0.009	0	2.971
TCGA-GR-A4D9-01	TCGA-GR-A4D9-01	-0.009	0	2.971
TCGA-BR-A4J2-01	TCGA-BR-A4J2-01	-0.009	0	2.969
TCGA-AB-2856-03	TCGA-AB-2856-03	-0.009	0	2.96
TCGA-DU-A7T8-01	TCGA-DU-A7T8-01	-0.009	0	2.954
TCGA-AC-A23G-01	TCGA-AC-A23G-01	-0.009	0	2.953
TCGA-YL-A8SB-01	TCGA-YL-A8SB-01	-0.009	0	2.949
TCGA-VS-A9V1-01	TCGA-VS-A9V1-01	-0.009	0	2.947
TCGA-2Z-A9JR-01	TCGA-2Z-A9JR-01	-0.009	0	2.93
TCGA-UZ-A9PJ-01	TCGA-UZ-A9PJ-01	-0.009	0	2.926
TCGA-25-2404-01	TCGA-25-2404-01	-0.009	0	2.874
TCGA-DY-A1DC-01	TCGA-DY-A1DC-01	-0.009	0	2.828
TCGA-G3-A7M6-01	TCGA-G3-A7M6-01	-0.009	0	2.824
TCGA-62-8399-01	TCGA-62-8399-01	-0.009	0	2.812
TCGA-KU-A66S-01	TCGA-KU-A66S-01	-0.009	0	2.812
TCGA-B0-5120-01	TCGA-B0-5120-01	-0.009	0	2.793
TCGA-YB-A89D-01	TCGA-YB-A89D-01	-0.009	0	2.793
TCGA-RM-A68W-01	TCGA-RM-A68W-01	-0.009	0	2.753
TCGA-CJ-4892-01	TCGA-CJ-4892-01	-0.009	0	2.747
TCGA-AJ-A3OL-01	TCGA-AJ-A3OL-01	-0.009	0	2.676
TCGA-ZM-AA0H-01	TCGA-ZM-AA0H-01	-0.009	0	2.649
TCGA-KV-A6GD-01	TCGA-KV-A6GD-01	-0.009	0	2.611
TCGA-BP-5177-01	TCGA-BP-5177-01	-0.009	0	2.597
TCGA-CF-A7I0-01	TCGA-CF-A7I0-01	-0.009	0	2.585
TCGA-VP-A87B-01	TCGA-VP-A87B-01	-0.009	0	2.561
TCGA-CJ-4887-01	TCGA-CJ-4887-01	-0.009	0	2.541
TCGA-BQ-5886-01	TCGA-BQ-5886-01	-0.009	0	2.473
TCGA-TT-A6YK-01	TCGA-TT-A6YK-01	-0.009	0	2.362
TCGA-DA-A1I0-06	TCGA-DA-A1I0-06	-0.009	0	2.337
TCGA-DJ-A4UL-01	TCGA-DJ-A4UL-01	-0.009	0	2.325
TCGA-B0-5121-01	TCGA-B0-5121-01	-0.009	0	2.29
TCGA-QB-A6FS-06	TCGA-QB-A6FS-06	-0.009	0	2.278
TCGA-DM-A28K-01	TCGA-DM-A28K-01	-0.009	0	2.269
TCGA-DD-A11A-01	TCGA-DD-A11A-01	-0.009	0	2.248
TCGA-MH-A854-01	TCGA-MH-A854-01	-0.009	0	2.141
TCGA-BP-4776-01	TCGA-BP-4776-01	-0.009	0	2.115
TCGA-B6-A0I5-01	TCGA-B6-A0I5-01	-0.009	0	2.057
TCGA-DV-A4VX-01	TCGA-DV-A4VX-01	-0.009	0	2.036
TCGA-C5-A7UI-01	TCGA-C5-A7UI-01	-0.009	0	2.029
TCGA-BJ-A2N9-01	TCGA-BJ-A2N9-01	-0.009	0	1.9
TCGA-QU-A6IO-01	TCGA-QU-A6IO-01	-0.009	0	1.762
TCGA-G8-6914-01	TCGA-G8-6914-01	-0.009	0	1.719
TCGA-B0-4697-01	TCGA-B0-4697-01	-0.009	0	1.701
TCGA-EP-A2KA-01	TCGA-EP-A2KA-01	-0.009	0	1.434
TCGA-A2-A3XV-01	TCGA-A2-A3XV-01	-0.009	0	1.281
TCGA-06-0165-01	TCGA-06-0165-01	-0.009	0	
TCGA-A5-A0GI-01	TCGA-A5-A0GI-01	-0.009	0	
TCGA-AA-3544-01	TCGA-AA-3544-01	-0.009	0	
TCGA-AA-3680-01	TCGA-AA-3680-01	-0.009	0	
TCGA-AA-3715-01	TCGA-AA-3715-01	-0.009	0	
TCGA-AA-3833-01	TCGA-AA-3833-01	-0.009	0	
TCGA-AA-3855-01	TCGA-AA-3855-01	-0.009	0	
TCGA-AA-3956-01	TCGA-AA-3956-01	-0.009	0	
TCGA-AG-3582-01	TCGA-AG-3582-01	-0.009	0	
TCGA-AP-A051-01	TCGA-AP-A051-01	-0.009	0	
TCGA-AP-A0LE-01	TCGA-AP-A0LE-01	-0.009	0	
TCGA-AX-A2HG-01	TCGA-AX-A2HG-01	-0.009	0	
TCGA-B5-A1MR-01	TCGA-B5-A1MR-01	-0.009	0	
TCGA-BS-A0TA-01	TCGA-BS-A0TA-01	-0.009	0	
TCGA-BS-A0TG-01	TCGA-BS-A0TG-01	-0.009	0	
TCGA-BS-A0U8-01	TCGA-BS-A0U8-01	-0.009	0	
TCGA-EY-A215-01	TCGA-EY-A215-01	-0.009	0	
TCGA-FI-A2D0-01	TCGA-FI-A2D0-01	-0.009	0	
TCGA-G4-6323-01	TCGA-G4-6323-01	-0.009	0	
TCGA-AB-3008-03	TCGA-AB-3008-03	-0.01	0	5.119
TCGA-VD-A8KL-01	TCGA-VD-A8KL-01	-0.01	0	4.575
TCGA-V4-A9EW-01	TCGA-V4-A9EW-01	-0.01	0	4.489
TCGA-D6-A6EO-01	TCGA-D6-A6EO-01	-0.01	0	4.374
TCGA-MQ-A4LC-01	TCGA-MQ-A4LC-01	-0.01	0	4.356
TCGA-DU-7294-01	TCGA-DU-7294-01	-0.01	0	3.905
TCGA-BT-A3PH-01	TCGA-BT-A3PH-01	-0.01	0	3.862
TCGA-A2-A25E-01	TCGA-A2-A25E-01	-0.01	0	3.84
TCGA-FS-A1ZK-06	TCGA-FS-A1ZK-06	-0.01	0	3.766
TCGA-CN-4731-01	TCGA-CN-4731-01	-0.01	0	3.754
TCGA-06-5416-01	TCGA-06-5416-01	-0.01	0	3.721
TCGA-2X-A9D6-01	TCGA-2X-A9D6-01	-0.01	0	3.621
TCGA-06-5858-01	TCGA-06-5858-01	-0.01	0	3.595
TCGA-AK-3428-01	TCGA-AK-3428-01	-0.01	0	3.592
TCGA-77-6843-01	TCGA-77-6843-01	-0.01	0	3.566
TCGA-CW-5591-01	TCGA-CW-5591-01	-0.01	0	3.547
TCGA-AA-3526-01	TCGA-AA-3526-01	-0.01	0	3.54
TCGA-BP-5194-01	TCGA-BP-5194-01	-0.01	0	3.539
TCGA-V4-A9ET-01	TCGA-V4-A9ET-01	-0.01	0	3.525
TCGA-FD-A3SN-01	TCGA-FD-A3SN-01	-0.01	0	3.5
TCGA-D7-8576-01	TCGA-D7-8576-01	-0.01	0	3.492
TCGA-V4-A9F2-01	TCGA-V4-A9F2-01	-0.01	0	3.461
TCGA-AF-2693-01	TCGA-AF-2693-01	-0.01	0	3.453
TCGA-CR-7388-01	TCGA-CR-7388-01	-0.01	0	3.436
TCGA-CK-5914-01	TCGA-CK-5914-01	-0.01	0	3.408
TCGA-A8-A091-01	TCGA-A8-A091-01	-0.01	0	3.38
TCGA-DZ-6134-01	TCGA-DZ-6134-01	-0.01	0	3.37
TCGA-LN-A49P-01	TCGA-LN-A49P-01	-0.01	0	3.359
TCGA-A2-A259-01	TCGA-A2-A259-01	-0.01	0	3.319
TCGA-56-6546-01	TCGA-56-6546-01	-0.01	0	3.3
TCGA-43-8115-01	TCGA-43-8115-01	-0.01	0	3.297
TCGA-BQ-7059-01	TCGA-BQ-7059-01	-0.01	0	3.266
TCGA-R6-A6L4-01	TCGA-R6-A6L4-01	-0.01	0	3.262
TCGA-A6-2685-01	TCGA-A6-2685-01	-0.01	0	3.24
TCGA-CR-6482-01	TCGA-CR-6482-01	-0.01	0	3.199
TCGA-CJ-5681-01	TCGA-CJ-5681-01	-0.01	0	3.197
TCGA-AR-A1AM-01	TCGA-AR-A1AM-01	-0.01	0	3.16
TCGA-BP-4347-01	TCGA-BP-4347-01	-0.01	0	3.16
TCGA-KK-A59X-01	TCGA-KK-A59X-01	-0.01	0	3.159
TCGA-CZ-5459-01	TCGA-CZ-5459-01	-0.01	0	3.149
TCGA-BP-5187-01	TCGA-BP-5187-01	-0.01	0	3.134
TCGA-M7-A721-01	TCGA-M7-A721-01	-0.01	0	3.134
TCGA-G9-6366-01	TCGA-G9-6366-01	-0.01	0	3.123
TCGA-B7-A5TK-01	TCGA-B7-A5TK-01	-0.01	0	3.121
TCGA-UZ-A9PU-01	TCGA-UZ-A9PU-01	-0.01	0	3.115
TCGA-BP-4760-01	TCGA-BP-4760-01	-0.01	0	3.105
TCGA-GL-6846-01	TCGA-GL-6846-01	-0.01	0	3.105
TCGA-CK-4952-01	TCGA-CK-4952-01	-0.01	0	3.076
TCGA-33-A4WN-01	TCGA-33-A4WN-01	-0.01	0	3.046
TCGA-C5-A1BF-01	TCGA-C5-A1BF-01	-0.01	0	3.029
TCGA-ZG-A9L1-01	TCGA-ZG-A9L1-01	-0.01	0	3.029
TCGA-AD-6890-01	TCGA-AD-6890-01	-0.01	0	3.014
TCGA-CN-6017-01	TCGA-CN-6017-01	-0.01	0	2.991
TCGA-BP-4158-01	TCGA-BP-4158-01	-0.01	0	2.984
TCGA-CM-6674-01	TCGA-CM-6674-01	-0.01	0	2.962
TCGA-BP-4795-01	TCGA-BP-4795-01	-0.01	0	2.943
TCGA-GL-A59R-01	TCGA-GL-A59R-01	-0.01	0	2.928
TCGA-33-AASJ-01	TCGA-33-AASJ-01	-0.01	0	2.911
TCGA-B0-4816-01	TCGA-B0-4816-01	-0.01	0	2.87
TCGA-B0-5094-01	TCGA-B0-5094-01	-0.01	0	2.866
TCGA-AF-A56K-01	TCGA-AF-A56K-01	-0.01	0	2.862
TCGA-BP-4993-01	TCGA-BP-4993-01	-0.01	0	2.85
TCGA-MH-A561-01	TCGA-MH-A561-01	-0.01	0	2.844
TCGA-EO-A3KX-01	TCGA-EO-A3KX-01	-0.01	0	2.838
TCGA-61-2094-01	TCGA-61-2094-01	-0.01	0	2.82
TCGA-CJ-4918-01	TCGA-CJ-4918-01	-0.01	0	2.82
TCGA-AK-3434-01	TCGA-AK-3434-01	-0.01	0	2.801
TCGA-B2-4099-01	TCGA-B2-4099-01	-0.01	0	2.795
TCGA-QR-A6GT-01	TCGA-QR-A6GT-01	-0.01	0	2.785
TCGA-HU-A4GX-01	TCGA-HU-A4GX-01	-0.01	0	2.78
TCGA-GL-A59T-01	TCGA-GL-A59T-01	-0.01	0	2.778
TCGA-BI-A0VR-01	TCGA-BI-A0VR-01	-0.01	0	2.757
TCGA-CN-4733-01	TCGA-CN-4733-01	-0.01	0	2.755
TCGA-DI-A1BU-01	TCGA-DI-A1BU-01	-0.01	0	2.747
TCGA-VS-A959-01	TCGA-VS-A959-01	-0.01	0	2.72
TCGA-IA-A83V-01	TCGA-IA-A83V-01	-0.01	0	2.671
TCGA-BP-4159-01	TCGA-BP-4159-01	-0.01	0	2.66
TCGA-DX-AB37-01	TCGA-DX-AB37-01	-0.01	0	2.63
TCGA-B0-5706-01	TCGA-B0-5706-01	-0.01	0	2.566
TCGA-BR-A4QL-01	TCGA-BR-A4QL-01	-0.01	0	2.534
TCGA-AX-A3G9-01	TCGA-AX-A3G9-01	-0.01	0	2.506
TCGA-CJ-4642-01	TCGA-CJ-4642-01	-0.01	0	2.478
TCGA-BQ-7058-01	TCGA-BQ-7058-01	-0.01	0	2.387
TCGA-CD-8531-01	TCGA-CD-8531-01	-0.01	0	2.359
TCGA-EJ-A65B-01	TCGA-EJ-A65B-01	-0.01	0	2.313
TCGA-H4-A2HO-01	TCGA-H4-A2HO-01	-0.01	0	2.311
TCGA-XF-A9T8-01	TCGA-XF-A9T8-01	-0.01	0	2.266
TCGA-XF-A9T5-01	TCGA-XF-A9T5-01	-0.01	0	2.183
TCGA-EK-A2RO-01	TCGA-EK-A2RO-01	-0.01	0	2.141
TCGA-DD-AAE2-01	TCGA-DD-AAE2-01	-0.01	0	2.115
TCGA-B1-A654-01	TCGA-B1-A654-01	-0.01	0	2.064
TCGA-B1-A47N-01	TCGA-B1-A47N-01	-0.01	0	1.9
TCGA-DD-AACP-01	TCGA-DD-AACP-01	-0.01	0	1.799
TCGA-S5-A6DX-01	TCGA-S5-A6DX-01	-0.01	0	1.753
TCGA-B8-A54I-01	TCGA-B8-A54I-01	-0.01	0	1.732
TCGA-BP-4992-01	TCGA-BP-4992-01	-0.01	0	1.732
TCGA-A4-A6HP-01	TCGA-A4-A6HP-01	-0.01	0	1.665
TCGA-5P-A9K2-01	TCGA-5P-A9K2-01	-0.01	0	1.656
TCGA-A5-A2K5-01	TCGA-A5-A2K5-01	-0.01	0	1.328
TCGA-25-2408-01	TCGA-25-2408-01	-0.01	0	
TCGA-72-4236-01	TCGA-72-4236-01	-0.01	0	
TCGA-A4-8518-01	TCGA-A4-8518-01	-0.01	0	
TCGA-A5-A0GD-01	TCGA-A5-A0GD-01	-0.01	0	
TCGA-AA-3532-01	TCGA-AA-3532-01	-0.01	0	
TCGA-AA-3664-01	TCGA-AA-3664-01	-0.01	0	
TCGA-AA-3679-01	TCGA-AA-3679-01	-0.01	0	
TCGA-AA-3684-01	TCGA-AA-3684-01	-0.01	0	
TCGA-AA-3710-01	TCGA-AA-3710-01	-0.01	0	
TCGA-AA-A00E-01	TCGA-AA-A00E-01	-0.01	0	
TCGA-AA-A00R-01	TCGA-AA-A00R-01	-0.01	0	
TCGA-AB-2829-03	TCGA-AB-2829-03	-0.01	0	
TCGA-AG-3599-01	TCGA-AG-3599-01	-0.01	0	
TCGA-AG-3894-01	TCGA-AG-3894-01	-0.01	0	
TCGA-AP-A05J-01	TCGA-AP-A05J-01	-0.01	0	
TCGA-AP-A05N-01	TCGA-AP-A05N-01	-0.01	0	
TCGA-BG-A0W1-01	TCGA-BG-A0W1-01	-0.01	0	
TCGA-D1-A1NZ-01	TCGA-D1-A1NZ-01	-0.01	0	
TCGA-FM-8000-01	TCGA-FM-8000-01	-0.01	0	
TCGA-EB-A5KH-06	TCGA-EB-A5KH-06	-0.011	0	4.892
TCGA-AB-2913-03	TCGA-AB-2913-03	-0.011	0	4.339
TCGA-EW-A1P4-01	TCGA-EW-A1P4-01	-0.011	0	4.051
TCGA-BA-A4IG-01	TCGA-BA-A4IG-01	-0.011	0	3.987
TCGA-37-4130-01	TCGA-37-4130-01	-0.011	0	3.977
TCGA-55-6712-01	TCGA-55-6712-01	-0.011	0	3.972
TCGA-A4-7288-01	TCGA-A4-7288-01	-0.011	0	3.887
TCGA-L5-A8NI-01	TCGA-L5-A8NI-01	-0.011	0	3.828
TCGA-BR-4371-01	TCGA-BR-4371-01	-0.011	0	3.755
TCGA-QG-A5Z2-01	TCGA-QG-A5Z2-01	-0.011	0	3.683
TCGA-EW-A1OX-01	TCGA-EW-A1OX-01	-0.011	0	3.66
TCGA-2G-AAF1-01	TCGA-2G-AAF1-01	-0.011	0	3.638
TCGA-BP-4972-01	TCGA-BP-4972-01	-0.011	0	3.602
TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ-01	-0.011	0	3.597
TCGA-HC-7210-01	TCGA-HC-7210-01	-0.011	0	3.579
TCGA-CQ-7071-01	TCGA-CQ-7071-01	-0.011	0	3.573
TCGA-BP-4790-01	TCGA-BP-4790-01	-0.011	0	3.5
TCGA-A3-3311-01	TCGA-A3-3311-01	-0.011	0	3.479
TCGA-E2-A15O-01	TCGA-E2-A15O-01	-0.011	0	3.47
TCGA-EI-6882-01	TCGA-EI-6882-01	-0.011	0	3.428
TCGA-P5-A5EY-01	TCGA-P5-A5EY-01	-0.011	0	3.42
TCGA-AB-2861-03	TCGA-AB-2861-03	-0.011	0	3.418
TCGA-B9-5156-01	TCGA-B9-5156-01	-0.011	0	3.41
TCGA-DU-5872-01	TCGA-DU-5872-01	-0.011	0	3.402
TCGA-A6-5664-01	TCGA-A6-5664-01	-0.011	0	3.387
TCGA-A3-3365-01	TCGA-A3-3365-01	-0.011	0	3.379
TCGA-MY-A5BF-01	TCGA-MY-A5BF-01	-0.011	0	3.379
TCGA-PC-A5DM-01	TCGA-PC-A5DM-01	-0.011	0	3.363
TCGA-BP-4162-01	TCGA-BP-4162-01	-0.011	0	3.353
TCGA-S7-A7WU-01	TCGA-S7-A7WU-01	-0.011	0	3.353
TCGA-85-8288-01	TCGA-85-8288-01	-0.011	0	3.338
TCGA-AM-5821-01	TCGA-AM-5821-01	-0.011	0	3.338
TCGA-MH-A55W-01	TCGA-MH-A55W-01	-0.011	0	3.336
TCGA-EJ-7123-01	TCGA-EJ-7123-01	-0.011	0	3.334
TCGA-CV-A461-01	TCGA-CV-A461-01	-0.011	0	3.305
TCGA-D5-6539-01	TCGA-D5-6539-01	-0.011	0	3.296
TCGA-BP-4782-01	TCGA-BP-4782-01	-0.011	0	3.26
TCGA-MU-A51Y-01	TCGA-MU-A51Y-01	-0.011	0	3.257
TCGA-B0-5692-01	TCGA-B0-5692-01	-0.011	0	3.236
TCGA-DU-6401-01	TCGA-DU-6401-01	-0.011	0	3.236
TCGA-VQ-A8PO-01	TCGA-VQ-A8PO-01	-0.011	0	3.21
TCGA-HC-7747-01	TCGA-HC-7747-01	-0.011	0	3.177
TCGA-BP-5202-01	TCGA-BP-5202-01	-0.011	0	3.175
TCGA-HU-A4H3-01	TCGA-HU-A4H3-01	-0.011	0	3.144
TCGA-VS-A94X-01	TCGA-VS-A94X-01	-0.011	0	3.074
TCGA-B0-5106-01	TCGA-B0-5106-01	-0.011	0	3.071
TCGA-A3-3326-01	TCGA-A3-3326-01	-0.011	0	3.053
TCGA-B0-5705-01	TCGA-B0-5705-01	-0.011	0	3.007
TCGA-CM-6161-01	TCGA-CM-6161-01	-0.011	0	2.993
TCGA-CM-6679-01	TCGA-CM-6679-01	-0.011	0	2.989
TCGA-EJ-A8FU-01	TCGA-EJ-A8FU-01	-0.011	0	2.982
TCGA-DM-A1HB-01	TCGA-DM-A1HB-01	-0.011	0	2.939
TCGA-SX-A7SP-01	TCGA-SX-A7SP-01	-0.011	0	2.88
TCGA-3E-AAAY-01	TCGA-3E-AAAY-01	-0.011	0	2.87
TCGA-E2-A1BD-01	TCGA-E2-A1BD-01	-0.011	0	2.87
TCGA-AG-3725-01	TCGA-AG-3725-01	-0.011	0	2.862
TCGA-V1-A9OQ-01	TCGA-V1-A9OQ-01	-0.011	0	2.856
TCGA-B0-5102-01	TCGA-B0-5102-01	-0.011	0	2.82
TCGA-OL-A5RX-01	TCGA-OL-A5RX-01	-0.011	0	2.82
TCGA-F4-6856-01	TCGA-F4-6856-01	-0.011	0	2.797
TCGA-GL-A9DD-01	TCGA-GL-A9DD-01	-0.011	0	2.764
TCGA-B0-5690-01	TCGA-B0-5690-01	-0.011	0	2.753
TCGA-B0-5696-01	TCGA-B0-5696-01	-0.011	0	2.701
TCGA-5P-A9KE-01	TCGA-5P-A9KE-01	-0.011	0	2.69
TCGA-61-1910-01	TCGA-61-1910-01	-0.011	0	2.667
TCGA-UY-A8OC-01	TCGA-UY-A8OC-01	-0.011	0	2.66
TCGA-BQ-5890-01	TCGA-BQ-5890-01	-0.011	0	2.618
TCGA-3B-A9HU-01	TCGA-3B-A9HU-01	-0.011	0	2.499
TCGA-XU-A931-01	TCGA-XU-A931-01	-0.011	0	2.46
TCGA-SN-A84X-01	TCGA-SN-A84X-01	-0.011	0	2.406
TCGA-EK-A2RB-01	TCGA-EK-A2RB-01	-0.011	0	2.382
TCGA-IA-A83T-01	TCGA-IA-A83T-01	-0.011	0	2.368
TCGA-E9-A1NC-01	TCGA-E9-A1NC-01	-0.011	0	2.365
TCGA-B0-5400-01	TCGA-B0-5400-01	-0.011	0	2.316
TCGA-FD-A43X-01	TCGA-FD-A43X-01	-0.011	0	2.284
TCGA-QR-A6GZ-01	TCGA-QR-A6GZ-01	-0.011	0	2.278
TCGA-24-1845-01	TCGA-24-1845-01	-0.011	0	2.183
TCGA-B1-A47M-01	TCGA-B1-A47M-01	-0.011	0	2.173
TCGA-BR-6566-01	TCGA-BR-6566-01	-0.011	0	2.06
TCGA-QU-A6IN-01	TCGA-QU-A6IN-01	-0.011	0	1.791
